experiment,method,rep_index,sample_ms
p1d_selective_multi_attribute_structural,commerce_native,9,0.026466999999999997
p1d_selective_multi_attribute_structural,commerce_native,10,0.011752
p1d_selective_multi_attribute_structural,commerce_native,11,0.011536
p1d_selective_multi_attribute_structural,commerce_native,12,0.009822000000000001
p1d_selective_multi_attribute_structural,commerce_native,13,0.015569999999999999
p1d_selective_multi_attribute_structural,commerce_native,14,0.010761000000000001
p1d_selective_multi_attribute_structural,commerce_native,15,0.01439
p1d_selective_multi_attribute_structural,commerce_native,16,0.014851999999999999
p1d_selective_multi_attribute_structural,commerce_native,17,0.020487
p1d_selective_multi_attribute_structural,commerce_native,18,0.011497
p1d_selective_multi_attribute_structural,commerce_native,19,0.010777
p1d_selective_multi_attribute_structural,commerce_native,20,0.018205
p1d_selective_multi_attribute_structural,commerce_native,21,0.010043
p1d_selective_multi_attribute_structural,commerce_native,22,0.008506
p1d_selective_multi_attribute_structural,commerce_native,23,0.011617
p1d_selective_multi_attribute_structural,commerce_native,24,0.010168
p1d_selective_multi_attribute_structural,commerce_native,25,0.01095
p1d_selective_multi_attribute_structural,commerce_native,26,0.012012
p1d_selective_multi_attribute_structural,commerce_native,27,0.014439
p1d_selective_multi_attribute_structural,commerce_native,28,0.009673999999999999
p1d_selective_multi_attribute_structural,commerce_native,29,0.013201
p1d_selective_multi_attribute_structural,tantivy_standalone,0,0.415204
p1d_selective_multi_attribute_structural,tantivy_standalone,1,0.373915
p1d_selective_multi_attribute_structural,tantivy_standalone,2,0.243082
p1d_selective_multi_attribute_structural,tantivy_standalone,3,0.42873199999999995
p1d_selective_multi_attribute_structural,tantivy_standalone,4,1.627092
p1d_selective_multi_attribute_structural,tantivy_standalone,5,0.68485
p1d_selective_multi_attribute_structural,tantivy_standalone,6,0.25419800000000004
p1d_selective_multi_attribute_structural,tantivy_standalone,7,0.302187
p1d_selective_multi_attribute_structural,tantivy_standalone,8,0.30300900000000003
p1d_selective_multi_attribute_structural,tantivy_standalone,9,0.288159
p1d_selective_multi_attribute_structural,tantivy_standalone,10,1.195062
p1d_selective_multi_attribute_structural,tantivy_standalone,11,0.804434
p1d_selective_multi_attribute_structural,tantivy_standalone,12,0.290195
p1d_selective_multi_attribute_structural,tantivy_standalone,13,0.389336
p1d_selective_multi_attribute_structural,tantivy_standalone,14,0.231723
p1d_selective_multi_attribute_structural,tantivy_standalone,15,1.514714
p1d_selective_multi_attribute_structural,tantivy_standalone,16,1.240061
p1d_selective_multi_attribute_structural,tantivy_standalone,17,1.551291
p1d_selective_multi_attribute_structural,tantivy_standalone,18,1.240812
p1d_selective_multi_attribute_structural,tantivy_standalone,19,0.30073099999999997
p1d_selective_multi_attribute_structural,tantivy_standalone,20,0.361126
p1d_selective_multi_attribute_structural,tantivy_standalone,21,0.410551
p1d_selective_multi_attribute_structural,tantivy_standalone,22,0.257467
p1d_selective_multi_attribute_structural,tantivy_standalone,23,1.207502
p1d_selective_multi_attribute_structural,tantivy_standalone,24,0.480111
p1d_selective_multi_attribute_structural,tantivy_standalone,25,0.583654
p1d_selective_multi_attribute_structural,tantivy_standalone,26,0.327071
p1d_selective_multi_attribute_structural,tantivy_standalone,27,0.293517
p1d_selective_multi_attribute_structural,tantivy_standalone,28,0.259103
p1d_selective_multi_attribute_structural,tantivy_standalone,29,0.788553
p1d_selective_multi_attribute_structural,solr,0,0.8513499999999999
p1d_selective_multi_attribute_structural,solr,1,0.771111
p1d_selective_multi_attribute_structural,solr,2,1.0028920000000001
p1d_selective_multi_attribute_structural,solr,3,0.806803
p1d_selective_multi_attribute_structural,solr,4,0.8899729999999999
p1d_selective_multi_attribute_structural,solr,5,0.899643
p1d_selective_multi_attribute_structural,solr,6,0.882977
p1d_selective_multi_attribute_structural,solr,7,0.847851
p1d_selective_multi_attribute_structural,solr,8,0.812069
p1d_selective_multi_attribute_structural,solr,9,0.8339909999999999
p1d_selective_multi_attribute_structural,solr,10,0.912196
p1d_selective_multi_attribute_structural,solr,11,1.075221
p1d_selective_multi_attribute_structural,solr,12,0.786123
p1d_selective_multi_attribute_structural,solr,13,0.738302
p1d_selective_multi_attribute_structural,solr,14,1.85476
p1d_selective_multi_attribute_structural,solr,15,3.726054
p1d_selective_multi_attribute_structural,solr,16,0.9371079999999999
p1d_selective_multi_attribute_structural,solr,17,0.977458
p1d_selective_multi_attribute_structural,solr,18,0.8865729999999999
p1d_selective_multi_attribute_structural,solr,19,0.987991
p1d_selective_multi_attribute_structural,solr,20,0.944477
p1d_selective_multi_attribute_structural,solr,21,1.002733
p1d_selective_multi_attribute_structural,solr,22,0.964563
p1d_selective_multi_attribute_structural,solr,23,0.814808
p1d_selective_multi_attribute_structural,solr,24,0.954751
p1d_selective_multi_attribute_structural,solr,25,1.021957
p1d_selective_multi_attribute_structural,solr,26,0.9745100000000001
p1d_selective_multi_attribute_structural,solr,27,0.9004920000000001
p1d_selective_multi_attribute_structural,solr,28,1.021749
p1d_selective_multi_attribute_structural,solr,29,0.911832
p1d_variant_scoped_structural,commerce_native,0,0.015236
p1d_variant_scoped_structural,commerce_native,1,0.01399
p1d_variant_scoped_structural,commerce_native,2,0.015632
p1d_variant_scoped_structural,commerce_native,3,0.006654
p1d_variant_scoped_structural,commerce_native,4,0.004934
p1d_variant_scoped_structural,commerce_native,5,0.028736
p1d_variant_scoped_structural,commerce_native,6,0.017109
p1d_variant_scoped_structural,commerce_native,7,0.015259
p1d_variant_scoped_structural,commerce_native,8,0.012208
p1d_variant_scoped_structural,commerce_native,9,0.02164
p1d_variant_scoped_structural,commerce_native,10,0.016011
p1d_variant_scoped_structural,commerce_native,11,0.017393000000000002
p1d_variant_scoped_structural,commerce_native,12,0.012289999999999999
p1d_variant_scoped_structural,commerce_native,13,0.030845
p1d_variant_scoped_structural,commerce_native,14,0.020782
p1d_variant_scoped_structural,commerce_native,15,0.015498
p1d_variant_scoped_structural,commerce_native,16,0.016572999999999997
p1d_variant_scoped_structural,commerce_native,17,0.019608
p1d_variant_scoped_structural,commerce_native,18,0.011787
p1d_variant_scoped_structural,commerce_native,19,0.02341
p1d_variant_scoped_structural,commerce_native,20,0.013791999999999999
p1d_variant_scoped_structural,commerce_native,21,0.011654000000000001
p1d_variant_scoped_structural,commerce_native,22,0.010903000000000001
p1d_variant_scoped_structural,commerce_native,23,0.006216
p1d_variant_scoped_structural,commerce_native,24,0.011881000000000001
p1d_variant_scoped_structural,commerce_native,25,0.012093
p1d_variant_scoped_structural,commerce_native,26,0.016835
p1d_variant_scoped_structural,commerce_native,27,0.024297000000000003
p1d_variant_scoped_structural,commerce_native,28,0.017362000000000002
p1d_variant_scoped_structural,commerce_native,29,0.01723
p1d_variant_scoped_structural,tantivy_standalone,0,1.903961
p1d_variant_scoped_structural,tantivy_standalone,1,2.410201
p1d_variant_scoped_structural,tantivy_standalone,2,1.433704
p1d_variant_scoped_structural,tantivy_standalone,3,3.601536
p1d_variant_scoped_structural,tantivy_standalone,4,0.784833
p1d_variant_scoped_structural,tantivy_standalone,5,0.420849
p1d_variant_scoped_structural,tantivy_standalone,6,0.173685
p1d_variant_scoped_structural,tantivy_standalone,7,2.396442
p1d_variant_scoped_structural,tantivy_standalone,8,1.327666
p1d_variant_scoped_structural,tantivy_standalone,9,0.8058190000000001
p1d_variant_scoped_structural,tantivy_standalone,10,5.733109
p1d_variant_scoped_structural,tantivy_standalone,11,5.52206
p1d_variant_scoped_structural,tantivy_standalone,12,4.438363
p1d_variant_scoped_structural,tantivy_standalone,13,3.2592879999999997
p1d_variant_scoped_structural,tantivy_standalone,14,0.156883
p1d_variant_scoped_structural,tantivy_standalone,15,0.35877000000000003
p1d_variant_scoped_structural,tantivy_standalone,16,5.81738
p1d_variant_scoped_structural,tantivy_standalone,17,0.761092
p1d_variant_scoped_structural,tantivy_standalone,18,0.514985
p1d_variant_scoped_structural,tantivy_standalone,19,0.159091
p1d_variant_scoped_structural,tantivy_standalone,20,0.157253
p1d_variant_scoped_structural,tantivy_standalone,21,2.434832
p1d_variant_scoped_structural,tantivy_standalone,22,0.785164
p1d_variant_scoped_structural,tantivy_standalone,23,0.459312
p1d_variant_scoped_structural,tantivy_standalone,24,0.49613399999999996
p1d_variant_scoped_structural,tantivy_standalone,25,0.394886
p1d_variant_scoped_structural,tantivy_standalone,26,0.157338
p1d_variant_scoped_structural,tantivy_standalone,27,0.202478
p1d_variant_scoped_structural,tantivy_standalone,28,2.028247
p1d_variant_scoped_structural,tantivy_standalone,29,0.37270499999999995
p1d_variant_scoped_structural,solr,0,0.844762
p1d_variant_scoped_structural,solr,1,0.735822
p1d_variant_scoped_structural,solr,2,0.843164
p1d_variant_scoped_structural,solr,3,0.846381
p1d_variant_scoped_structural,solr,4,0.790183
p1d_variant_scoped_structural,solr,5,0.91004
p1d_variant_scoped_structural,solr,6,0.760029
p1d_variant_scoped_structural,solr,7,0.734208
p1d_variant_scoped_structural,solr,8,0.782583
p1d_variant_scoped_structural,solr,9,0.752891
p1d_variant_scoped_structural,solr,10,1.3610689999999999
p1d_variant_scoped_structural,solr,11,1.3192220000000001
p1d_variant_scoped_structural,solr,12,1.069711
p1d_variant_scoped_structural,solr,13,1.145793
p1d_variant_scoped_structural,solr,14,0.979375
p1d_variant_scoped_structural,solr,15,0.8002140000000001
p1d_variant_scoped_structural,solr,16,0.741739
p1d_variant_scoped_structural,solr,17,1.190715
p1d_variant_scoped_structural,solr,18,0.8176019999999999
p1d_variant_scoped_structural,solr,19,0.8793
p1d_variant_scoped_structural,solr,20,0.709119
p1d_variant_scoped_structural,solr,21,0.834021
p1d_variant_scoped_structural,solr,22,0.857065
p1d_variant_scoped_structural,solr,23,0.861243
p1d_variant_scoped_structural,solr,24,0.8399800000000001
p1d_variant_scoped_structural,solr,25,0.852102
p1d_variant_scoped_structural,solr,26,0.831043
p1d_variant_scoped_structural,solr,27,0.8676349999999999
p1d_variant_scoped_structural,solr,28,1.078378
p1d_variant_scoped_structural,solr,29,1.484782
p1d_range_plus_structural,commerce_native,0,37.304517000000004
p1d_range_plus_structural,commerce_native,1,45.592372
p1d_range_plus_structural,commerce_native,2,37.184787
p1d_range_plus_structural,commerce_native,3,44.439786000000005
p1d_range_plus_structural,commerce_native,4,39.394282000000004
p1d_range_plus_structural,commerce_native,5,46.549988
p1d_range_plus_structural,commerce_native,6,37.190017
p1d_range_plus_structural,commerce_native,7,44.296213
p1d_range_plus_structural,commerce_native,8,37.464433
p1d_range_plus_structural,commerce_native,9,44.492123
p1d_range_plus_structural,commerce_native,10,36.844483
p1d_range_plus_structural,commerce_native,11,44.491506
p1d_range_plus_structural,commerce_native,12,38.379548
p1d_range_plus_structural,commerce_native,13,46.57674299999999
p1d_range_plus_structural,commerce_native,14,38.189783999999996
p1d_range_plus_structural,commerce_native,15,44.457543
p1d_range_plus_structural,commerce_native,16,38.160853
p1d_range_plus_structural,commerce_native,17,45.360524
p1d_range_plus_structural,commerce_native,18,37.49749
p1d_range_plus_structural,commerce_native,19,45.142562999999996
p1d_range_plus_structural,commerce_native,20,40.417958
p1d_range_plus_structural,commerce_native,21,51.120791
p1d_range_plus_structural,commerce_native,22,44.553878
p1d_range_plus_structural,commerce_native,23,46.402806999999996
p1d_range_plus_structural,commerce_native,24,40.495137
p1d_range_plus_structural,commerce_native,25,48.388905
p1d_range_plus_structural,commerce_native,26,38.258725
p1d_range_plus_structural,commerce_native,27,45.127755
p1d_range_plus_structural,commerce_native,28,38.632661999999996
p1d_range_plus_structural,commerce_native,29,45.271376000000004
p1d_range_plus_structural,tantivy_standalone,0,2.4045020000000004
p1d_range_plus_structural,tantivy_standalone,1,3.7537339999999997
p1d_range_plus_structural,tantivy_standalone,2,2.444413
p1d_range_plus_structural,tantivy_standalone,3,3.741606
p1d_range_plus_structural,tantivy_standalone,4,2.389005
p1d_range_plus_structural,tantivy_standalone,5,3.767462
p1d_range_plus_structural,tantivy_standalone,6,3.651077
p1d_range_plus_structural,tantivy_standalone,7,3.652867
p1d_range_plus_structural,tantivy_standalone,8,2.4908040000000002
p1d_range_plus_structural,tantivy_standalone,9,3.433558
p1d_range_plus_structural,tantivy_standalone,10,2.376411
p1d_range_plus_structural,tantivy_standalone,11,3.654049
p1d_range_plus_structural,tantivy_standalone,12,2.447724
p1d_range_plus_structural,tantivy_standalone,13,3.638279
p1d_range_plus_structural,tantivy_standalone,14,2.16206
p1d_range_plus_structural,tantivy_standalone,15,3.732952
p1d_range_plus_structural,tantivy_standalone,16,2.374631
p1d_range_plus_structural,tantivy_standalone,17,2.546107
p1d_range_plus_structural,tantivy_standalone,18,2.429806
p1d_range_plus_structural,tantivy_standalone,19,3.652321
p1d_range_plus_structural,tantivy_standalone,20,2.46833
p1d_range_plus_structural,tantivy_standalone,21,3.4577229999999997
p1d_range_plus_structural,tantivy_standalone,22,3.8418229999999998
p1d_range_plus_structural,tantivy_standalone,23,4.145544999999999
p1d_range_plus_structural,tantivy_standalone,24,2.44314
p1d_range_plus_structural,tantivy_standalone,25,3.475679
p1d_range_plus_structural,tantivy_standalone,26,3.848695
p1d_range_plus_structural,tantivy_standalone,27,2.363324
p1d_range_plus_structural,tantivy_standalone,28,2.368864
p1d_range_plus_structural,tantivy_standalone,29,2.810732
p1d_range_plus_structural,solr,0,1.446604
p1d_range_plus_structural,solr,1,2.0491960000000002
p1d_range_plus_structural,solr,2,2.091123
p1d_range_plus_structural,solr,3,1.990562
p1d_range_plus_structural,solr,4,2.051331
p1d_range_plus_structural,solr,5,1.5786140000000002
p1d_range_plus_structural,solr,6,1.9751040000000002
p1d_range_plus_structural,solr,7,1.038461
p1d_range_plus_structural,solr,8,1.948605
p1d_range_plus_structural,solr,9,2.054951
p1d_range_plus_structural,solr,10,1.3684910000000001
p1d_range_plus_structural,solr,11,1.894429
p1d_range_plus_structural,solr,12,1.92011
p1d_range_plus_structural,solr,13,1.347152
p1d_range_plus_structural,solr,14,1.874208
p1d_range_plus_structural,solr,15,1.423157
p1d_range_plus_structural,solr,16,1.842252
p1d_range_plus_structural,solr,17,2.029634
p1d_range_plus_structural,solr,18,1.298154
p1d_range_plus_structural,solr,19,2.173368
p1d_range_plus_structural,solr,20,1.635657
p1d_range_plus_structural,solr,21,2.127504
p1d_range_plus_structural,solr,22,2.143536
p1d_range_plus_structural,solr,23,1.109152
p1d_range_plus_structural,solr,24,2.243339
p1d_range_plus_structural,solr,25,2.249997
p1d_range_plus_structural,solr,26,1.929004
p1d_range_plus_structural,solr,27,1.245133
p1d_range_plus_structural,solr,28,1.9322160000000002
p1d_range_plus_structural,solr,29,1.9751870000000002
p1d_structural_plus_lexical_residual,commerce_native,0,10.368789999999999
p1d_structural_plus_lexical_residual,commerce_native,1,7.276522
p1d_structural_plus_lexical_residual,commerce_native,2,0.273464
p1d_structural_plus_lexical_residual,commerce_native,3,0.33883399999999997
p1d_structural_plus_lexical_residual,commerce_native,4,0.489912
p1d_structural_plus_lexical_residual,commerce_native,5,30.104648
p1d_structural_plus_lexical_residual,commerce_native,6,29.721236
p1d_structural_plus_lexical_residual,commerce_native,7,10.213592
p1d_structural_plus_lexical_residual,commerce_native,8,7.045462
p1d_structural_plus_lexical_residual,commerce_native,9,0.326978
p1d_structural_plus_lexical_residual,commerce_native,10,6.773852000000001
p1d_structural_plus_lexical_residual,commerce_native,11,33.93095
p1d_structural_plus_lexical_residual,commerce_native,12,28.115778000000002
p1d_structural_plus_lexical_residual,commerce_native,13,3.766517
p1d_structural_plus_lexical_residual,commerce_native,14,6.967531
p1d_structural_plus_lexical_residual,commerce_native,15,0.300454
p1d_structural_plus_lexical_residual,commerce_native,16,0.574275
p1d_structural_plus_lexical_residual,commerce_native,17,2.872575
p1d_structural_plus_lexical_residual,commerce_native,18,34.262881
p1d_structural_plus_lexical_residual,commerce_native,19,27.765043
p1d_structural_plus_lexical_residual,commerce_native,20,2.207564
p1d_structural_plus_lexical_residual,commerce_native,21,7.172941000000001
p1d_structural_plus_lexical_residual,commerce_native,22,6.0043
p1d_structural_plus_lexical_residual,commerce_native,23,0.434525
p1d_structural_plus_lexical_residual,commerce_native,24,6.776016
p1d_structural_plus_lexical_residual,commerce_native,25,30.602427000000002
p1d_structural_plus_lexical_residual,commerce_native,26,30.57048
p1d_structural_plus_lexical_residual,commerce_native,27,7.733762
p1d_structural_plus_lexical_residual,commerce_native,28,7.3695640000000004
p1d_structural_plus_lexical_residual,commerce_native,29,0.376006
p1d_structural_plus_lexical_residual,tantivy_standalone,0,5.627458
p1d_structural_plus_lexical_residual,tantivy_standalone,1,6.6461760000000005
p1d_structural_plus_lexical_residual,tantivy_standalone,2,24.734779
p1d_structural_plus_lexical_residual,tantivy_standalone,3,3.682958
p1d_structural_plus_lexical_residual,tantivy_standalone,4,2.746077
p1d_structural_plus_lexical_residual,tantivy_standalone,5,49.052222
p1d_structural_plus_lexical_residual,tantivy_standalone,6,13.488507
p1d_structural_plus_lexical_residual,tantivy_standalone,7,6.586387
p1d_structural_plus_lexical_residual,tantivy_standalone,8,25.604589
p1d_structural_plus_lexical_residual,tantivy_standalone,9,7.033128
p1d_structural_plus_lexical_residual,tantivy_standalone,10,2.874304
p1d_structural_plus_lexical_residual,tantivy_standalone,11,7.946273000000001
p1d_structural_plus_lexical_residual,tantivy_standalone,12,36.354026
p1d_structural_plus_lexical_residual,tantivy_standalone,13,3.867033
p1d_structural_plus_lexical_residual,tantivy_standalone,14,13.282719
p1d_structural_plus_lexical_residual,tantivy_standalone,15,14.216568
p1d_structural_plus_lexical_residual,tantivy_standalone,16,2.850029
p1d_structural_plus_lexical_residual,tantivy_standalone,17,2.018601
p1d_structural_plus_lexical_residual,tantivy_standalone,18,35.100059
p1d_structural_plus_lexical_residual,tantivy_standalone,19,13.267146
p1d_structural_plus_lexical_residual,tantivy_standalone,20,13.024546999999998
p1d_structural_plus_lexical_residual,tantivy_standalone,21,6.410321
p1d_structural_plus_lexical_residual,tantivy_standalone,22,7.385396
p1d_structural_plus_lexical_residual,tantivy_standalone,23,3.694821
p1d_structural_plus_lexical_residual,tantivy_standalone,24,51.390978
p1d_structural_plus_lexical_residual,tantivy_standalone,25,50.500649
p1d_structural_plus_lexical_residual,tantivy_standalone,26,14.70217
p1d_structural_plus_lexical_residual,tantivy_standalone,27,14.972806
p1d_structural_plus_lexical_residual,tantivy_standalone,28,29.241914
p1d_structural_plus_lexical_residual,tantivy_standalone,29,5.78998
p1d_structural_plus_lexical_residual,solr,0,1.480046
p1d_structural_plus_lexical_residual,solr,1,1.942314
p1d_structural_plus_lexical_residual,solr,2,2.100314
p1d_structural_plus_lexical_residual,solr,3,1.480307
p1d_structural_plus_lexical_residual,solr,4,1.514057
p1d_structural_plus_lexical_residual,solr,5,2.052786
p1d_structural_plus_lexical_residual,solr,6,1.988489
p1d_structural_plus_lexical_residual,solr,7,1.014528
p1d_structural_plus_lexical_residual,solr,8,1.891253
p1d_structural_plus_lexical_residual,solr,9,1.990477
p1d_structural_plus_lexical_residual,solr,10,1.44855
p1d_structural_plus_lexical_residual,solr,11,1.443564
p1d_structural_plus_lexical_residual,solr,12,1.9589009999999998
p1d_structural_plus_lexical_residual,solr,13,1.8598160000000001
p1d_structural_plus_lexical_residual,solr,14,1.965975
p1d_structural_plus_lexical_residual,solr,15,1.787065
p1d_structural_plus_lexical_residual,solr,16,1.112458
p1d_structural_plus_lexical_residual,solr,17,1.7289160000000001
p1d_structural_plus_lexical_residual,solr,18,0.9944750000000001
p1d_structural_plus_lexical_residual,solr,19,1.965433
p1d_structural_plus_lexical_residual,solr,20,1.808027
p1d_structural_plus_lexical_residual,solr,21,1.89873
p1d_structural_plus_lexical_residual,solr,22,1.8840729999999999
p1d_structural_plus_lexical_residual,solr,23,1.153439
p1d_structural_plus_lexical_residual,solr,24,2.066449
p1d_structural_plus_lexical_residual,solr,25,2.95745
p1d_structural_plus_lexical_residual,solr,26,2.0525360000000004
p1d_structural_plus_lexical_residual,solr,27,1.0376809999999999
p1d_structural_plus_lexical_residual,solr,28,1.8250009999999999
p1d_structural_plus_lexical_residual,solr,29,1.9963170000000001
p1d_structural_plus_semantic_residual,commerce_native,0,10.894055999999999
p1d_structural_plus_semantic_residual,commerce_native,1,0.393547
p1d_structural_plus_semantic_residual,commerce_native,2,3.44839
p1d_structural_plus_semantic_residual,commerce_native,3,15.088147
p1d_structural_plus_semantic_residual,commerce_native,4,9.007885
p1d_structural_plus_semantic_residual,commerce_native,5,13.153895
p1d_structural_plus_semantic_residual,commerce_native,6,6.135406000000001
p1d_structural_plus_semantic_residual,commerce_native,7,11.79471
p1d_structural_plus_semantic_residual,commerce_native,8,0.43445700000000004
p1d_structural_plus_semantic_residual,commerce_native,9,2.5066640000000002
p1d_structural_plus_semantic_residual,commerce_native,10,2.890337
p1d_structural_plus_semantic_residual,commerce_native,11,12.284971
p1d_structural_plus_semantic_residual,commerce_native,12,5.123467
p1d_structural_plus_semantic_residual,commerce_native,13,12.15482
p1d_structural_plus_semantic_residual,commerce_native,14,2.615202
p1d_structural_plus_semantic_residual,commerce_native,15,3.6489059999999998
p1d_structural_plus_semantic_residual,commerce_native,16,2.9355610000000003
p1d_structural_plus_semantic_residual,commerce_native,17,2.536956
p1d_structural_plus_semantic_residual,commerce_native,18,11.773769
p1d_structural_plus_semantic_residual,commerce_native,19,12.246533000000001
p1d_structural_plus_semantic_residual,commerce_native,20,3.3092400000000004
p1d_structural_plus_semantic_residual,commerce_native,21,0.339454
p1d_structural_plus_semantic_residual,commerce_native,22,4.956895
p1d_structural_plus_semantic_residual,commerce_native,23,14.670852
p1d_structural_plus_semantic_residual,commerce_native,24,2.897485
p1d_structural_plus_semantic_residual,commerce_native,25,5.014189
p1d_structural_plus_semantic_residual,commerce_native,26,6.538984
p1d_structural_plus_semantic_residual,commerce_native,27,2.837511
p1d_structural_plus_semantic_residual,commerce_native,28,0.415692
p1d_structural_plus_semantic_residual,commerce_native,29,3.5740849999999997
p1d_structural_plus_semantic_residual,tantivy_standalone,0,6.471361
p1d_structural_plus_semantic_residual,tantivy_standalone,1,1.288059
p1d_structural_plus_semantic_residual,tantivy_standalone,2,10.215129999999998
p1d_structural_plus_semantic_residual,tantivy_standalone,3,1.442569
p1d_structural_plus_semantic_residual,tantivy_standalone,4,1.613227
p1d_structural_plus_semantic_residual,tantivy_standalone,5,36.287049
p1d_structural_plus_semantic_residual,tantivy_standalone,6,8.656946
p1d_structural_plus_semantic_residual,tantivy_standalone,7,1.4016149999999998
p1d_structural_plus_semantic_residual,tantivy_standalone,8,11.040965
p1d_structural_plus_semantic_residual,tantivy_standalone,9,1.225255
p1d_structural_plus_semantic_residual,tantivy_standalone,10,1.285493
p1d_structural_plus_semantic_residual,tantivy_standalone,11,2.271884
p1d_structural_plus_semantic_residual,tantivy_standalone,12,11.272088
p1d_structural_plus_semantic_residual,tantivy_standalone,13,8.875971
p1d_structural_plus_semantic_residual,tantivy_standalone,14,1.303734
p1d_structural_plus_semantic_residual,tantivy_standalone,15,4.553965
p1d_structural_plus_semantic_residual,tantivy_standalone,16,1.023682
p1d_structural_plus_semantic_residual,tantivy_standalone,17,1.253221
p1d_structural_plus_semantic_residual,tantivy_standalone,18,1.657629
p1d_structural_plus_semantic_residual,tantivy_standalone,19,7.6104709999999995
p1d_structural_plus_semantic_residual,tantivy_standalone,20,1.244663
p1d_structural_plus_semantic_residual,tantivy_standalone,21,1.190749
p1d_structural_plus_semantic_residual,tantivy_standalone,22,1.2024839999999999
p1d_structural_plus_semantic_residual,tantivy_standalone,23,1.354395
p1d_structural_plus_semantic_residual,tantivy_standalone,24,13.058458
p1d_structural_plus_semantic_residual,tantivy_standalone,25,36.232596
p1d_structural_plus_semantic_residual,tantivy_standalone,26,8.993941
p1d_structural_plus_semantic_residual,tantivy_standalone,27,1.597319
p1d_structural_plus_semantic_residual,tantivy_standalone,28,10.587043000000001
p1d_structural_plus_semantic_residual,tantivy_standalone,29,1.5492940000000002
p1d_structural_plus_semantic_residual,solr,0,1.861342
p1d_structural_plus_semantic_residual,solr,1,1.597198
p1d_structural_plus_semantic_residual,solr,2,1.609043
p1d_structural_plus_semantic_residual,solr,3,1.997811
p1d_structural_plus_semantic_residual,solr,4,1.836257
p1d_structural_plus_semantic_residual,solr,5,2.093286
p1d_structural_plus_semantic_residual,solr,6,2.081665
p1d_structural_plus_semantic_residual,solr,7,1.179856
p1d_structural_plus_semantic_residual,solr,8,1.835427
p1d_structural_plus_semantic_residual,solr,9,2.1312879999999996
p1d_structural_plus_semantic_residual,solr,10,1.565173
p1d_structural_plus_semantic_residual,solr,11,1.85367
p1d_structural_plus_semantic_residual,solr,12,2.108277
p1d_structural_plus_semantic_residual,solr,13,1.849173
p1d_structural_plus_semantic_residual,solr,14,2.048127
p1d_structural_plus_semantic_residual,solr,15,1.553464
p1d_structural_plus_semantic_residual,solr,16,1.3883400000000001
p1d_structural_plus_semantic_residual,solr,17,1.683034
p1d_structural_plus_semantic_residual,solr,18,1.048708
p1d_structural_plus_semantic_residual,solr,19,1.89465
p1d_structural_plus_semantic_residual,solr,20,2.330324
p1d_structural_plus_semantic_residual,solr,21,1.562609
p1d_structural_plus_semantic_residual,solr,22,1.519777
p1d_structural_plus_semantic_residual,solr,23,0.9801219999999999
p1d_structural_plus_semantic_residual,solr,24,2.235042
p1d_structural_plus_semantic_residual,solr,25,2.1835620000000002
p1d_structural_plus_semantic_residual,solr,26,2.1161119999999998
p1d_structural_plus_semantic_residual,solr,27,1.245907
p1d_structural_plus_semantic_residual,solr,28,1.533509
p1d_structural_plus_semantic_residual,solr,29,2.092904
p1d_lexical_first,commerce_native,0,7.448994
p1d_lexical_first,commerce_native,1,5.800598
p1d_lexical_first,commerce_native,2,2.146871
p1d_lexical_first,commerce_native,3,30.144187
p1d_lexical_first,commerce_native,4,6.475377
p1d_lexical_first,commerce_native,5,2.9853549999999998
p1d_lexical_first,commerce_native,6,1.419193
p1d_lexical_first,commerce_native,7,12.032748
p1d_lexical_first,commerce_native,8,8.821532
p1d_lexical_first,commerce_native,9,43.252796000000004
p1d_lexical_first,commerce_native,10,5.070315
p1d_lexical_first,commerce_native,11,9.163914
p1d_lexical_first,commerce_native,12,4.269347
p1d_lexical_first,commerce_native,13,5.805966
p1d_lexical_first,commerce_native,14,5.3603879999999995
p1d_lexical_first,commerce_native,15,1.9803009999999999
p1d_lexical_first,commerce_native,16,3.9224539999999997
p1d_lexical_first,commerce_native,17,9.223514
p1d_lexical_first,commerce_native,18,9.210073
p1d_lexical_first,commerce_native,19,2.243163
p1d_lexical_first,commerce_native,20,6.527738
p1d_lexical_first,commerce_native,21,5.171358
p1d_lexical_first,commerce_native,22,0.202453
p1d_lexical_first,commerce_native,23,28.279353
p1d_lexical_first,commerce_native,24,5.078619000000001
p1d_lexical_first,commerce_native,25,4.305321
p1d_lexical_first,commerce_native,26,1.2810860000000002
p1d_lexical_first,commerce_native,27,5.421691999999999
p1d_lexical_first,commerce_native,28,4.804196
p1d_lexical_first,commerce_native,29,1.951726
p1d_lexical_first,tantivy_standalone,0,4.484074000000001
p1d_lexical_first,tantivy_standalone,1,12.246729
p1d_lexical_first,tantivy_standalone,2,0.382133
p1d_lexical_first,tantivy_standalone,3,11.313668
p1d_lexical_first,tantivy_standalone,4,4.273855
p1d_lexical_first,tantivy_standalone,5,8.336517
p1d_lexical_first,tantivy_standalone,6,21.048038000000002
p1d_lexical_first,tantivy_standalone,7,21.314626999999998
p1d_lexical_first,tantivy_standalone,8,0.49062400000000006
p1d_lexical_first,tantivy_standalone,9,1.208883
p1d_lexical_first,tantivy_standalone,10,45.097866
p1d_lexical_first,tantivy_standalone,11,11.292844
p1d_lexical_first,tantivy_standalone,12,9.495745
p1d_lexical_first,tantivy_standalone,13,10.618181000000002
