experiment,method,metric,n,mean,stddev,min,p10,p25,p50,p75,p90,p95,p99,max
p1d_structural_plus_semantic_residual,commerce_native,latency_ms,30,6.1874022,4.743394514072076,0.339454,0.43258050000000003,2.8507175,4.3029005,11.553840749999999,12.371863400000002,13.988221349999996,14.96713145,15.088147
p1d_structural_plus_semantic_residual,tantivy_standalone,latency_ms,30,6.5920418666666665,9.005479907691216,1.023682,1.2229779,1.29197775,1.635428,8.9644485,11.450725000000002,25.804233899999936,36.27125763,36.287049
p1d_structural_plus_semantic_residual,solr,latency_ms,30,1.7671885666666667,0.3607113111662684,0.9801219999999999,1.2393019,1.55575025,1.842715,2.09009425,2.1365154,2.2118759999999997,2.30269222,2.330324
p1d_lexical_first,commerce_native,latency_ms,30,7.993354266666666,9.446466306942456,0.202453,1.8984727000000001,3.2196297499999997,5.265872999999999,8.4783975,13.657408500000024,29.305011699999994,39.45129939000002,43.252796000000004
p1d_lexical_first,tantivy_standalone,latency_ms,30,12.3757454,13.257187748186988,0.330393,0.8483524000000002,4.32640975,9.0386865,12.02875825,25.135794800000028,44.698491,49.72971359,51.621595
p1d_lexical_first,solr,latency_ms,30,1.8614412666666669,0.3538423795789085,0.971616,1.3776924,1.6496167499999999,1.935549,2.11128025,2.2250776,2.264457,2.3341531100000004,2.360323
p1d_ambiguous_punt,commerce_native,latency_ms,30,7.753817733333333,5.394368253530739,1.222513,2.8738389,3.61287975,5.631067,12.01346175,16.1434335,17.936030249999995,19.04565252,19.127436
p1d_ambiguous_punt,tantivy_standalone,latency_ms,30,18.092489099999998,9.77250379845152,3.848735,5.900576900000001,8.7452965,19.186559499999998,22.38377125,31.758664,34.1547407,37.55605924,38.755077
p1d_ambiguous_punt,solr,latency_ms,30,1.7982514,0.34298902145420096,0.953506,1.2758313,1.68649275,1.823261,1.9660997499999997,2.1957750000000003,2.31294865,2.34377156,2.351148
p1d_long_tail_noisy,commerce_native,latency_ms,30,4.781227433333333,2.813127322174487,0.338587,2.3026617999999996,2.524898,3.893814,6.47959575,9.4889802,9.868369099999997,10.22760464,10.267736
p1d_long_tail_noisy,tantivy_standalone,latency_ms,30,5.009872233333334,3.786133299399212,0.424738,0.4470838,2.59805575,4.348776,6.68141975,9.436418,9.562194,15.764461660000006,18.284893999999998
p1d_long_tail_noisy,solr,latency_ms,30,1.6017251666666665,0.375521797434384,0.8884500000000001,1.1604379,1.39056875,1.5692154999999999,1.901494,2.1298721,2.18319115,2.2505716700000002,2.276694
p1d_structural_exact_entity,commerce_native,latency_ms,30,0.013705333333333328,0.005138912888750004,0.004549999999999999,0.0086543,0.009950500000000001,0.013054,0.016491000000000002,0.0224499,0.022998299999999996,0.023434359999999998,0.023468
