qid,combined_count,native_ndcg,native_recall,native_mrr,solr_ndcg,solr_recall,solr_mrr,native_hit_count,solr_hit_count
30362,1,0.3154909520426466,0.1111111111111111,1,0.3154909520426466,0.1111111111111111,1,1,1
30457,81,0.6198388604287146,0.2,0.3333333333333333,0.7917267193679839,0.175,1,10,10
30671,8,0.15707136890760245,0.13333333333333333,0.14285714285714285,0.2354871540196445,0.2,0.16666666666666666,8,10
30684,12,0.9363792118010483,0.391304347826087,1,0.92663607790064,0.391304347826087,1,10,10
30685,8,0.857673669302587,0.4666666666666667,1,0.8305120323500993,0.4666666666666667,1,8,10
30689,50,0.6410457898283652,0.3076923076923077,0.3333333333333333,0.24309789328476902,0.11538461538461539,0.3333333333333333,10,10
30690,29,0.6410457898283652,0.34782608695652173,0.3333333333333333,0.7630946912803435,0.30434782608695654,1,10,10
30755,3,0.31654916311981024,0.125,0.5,0.45650001423154074,0.125,1,3,7
30764,8,0.20483424751859086,0.05263157894736842,0.3333333333333333,0.17366667134799177,0.05263157894736842,0.3333333333333333,8,10
30828,1,0.22009176629808014,0.029411764705882353,1,0.5466227484058985,0.14705882352941177,1,1,10
31238,3,0,0,0,0,0,0,3,3
31246,1,0,0,0,0,0,0,1,1
31282,9,0.2878557712823307,0.23076923076923078,0.2,0.3441464225904506,0.23076923076923078,0.3333333333333333,9,9
31325,1,0.22009176629808014,0.06666666666666667,1,0.22009176629808014,0.06666666666666667,1,1,10
31403,17,0.43621154230977444,0.375,0.2,0.6114735274236562,0.375,1,10,10
31436,35,0,0,0,0.46344641831779065,0.20833333333333334,0.5,10,10
31529,1,0,0,0,0.7104770117651424,0.5,0.5,1,10
31564,5,0.06319224291303384,0.02857142857142857,0.25,0.1467278441987201,0.02857142857142857,1,5,5
31657,2,0.279901702223461,0.07142857142857142,1,0.400448803935945,0.14285714285714285,1,2,10
31734,7,0.800693766409882,0.4375,1,0.9305687780632227,0.5625,1,7,10
31817,3,0.14514605925250643,0.0625,0.5,0.11502553052133685,0.0625,0.3333333333333333,3,10
31842,4,0.34369669139214537,0.21428571428571427,0.5,0.5572998242663683,0.35714285714285715,1,4,10
32100,2,0,0,0,0,0,0,2,2
32162,2,0.1388624438735545,0.06666666666666667,0.5,0.7917063341896682,0.5333333333333333,1,2,10
32232,68,0.0636207881989517,0.0625,0.1,0.07839826897867533,0.0625,0.16666666666666666,10,10
32233,3,0.31654916311981024,0.14285714285714285,0.5,0.700999928770653,0.42857142857142855,1,3,10
32236,7,0.9708936739074334,1,1,0.9913406646505248,1,1,7,10
32250,9,0.6386488249556554,0.375,0.5,0.7221577795380655,0.4375,1,9,10
32252,127,0,0,0,0.35895421017163465,0.06451612903225806,1,10,10
32296,2,0.35895421017163465,0.05405405405405406,1,0.35895421017163465,0.05405405405405406,1,2,3
32314,5,0.22009176629808014,0.0625,1,0.22009176629808014,0.0625,1,5,5
32330,6,0.1388624438735545,0.0625,0.5,0.09478836436955078,0.0625,0.25,6,6
32362,9,0.5448092506411101,0.4,0.3333333333333333,0.7573802649192929,0.4,1,9,10
32810,7,0,0,0,0.36995731885538535,0.35714285714285715,0.2,7,10
32812,9,0.44272934327532537,0.3333333333333333,0.5,0.6406843176444186,0.4,1,9,10
32816,7,0.4705561169627617,0.3125,0.5,0.5022037311331264,0.3125,0.5,7,10
32824,3,0.15274548932528484,0.0625,0.5,0.4651259871626346,0.3125,0.3333333333333333,3,10
32834,3,0.4098497305276306,0.15384615384615385,0.5,0.4098497305276306,0.15384615384615385,0.5,3,3
32841,3,0.44168491303869717,0.2727272727272727,1,0.758968070781661,0.5454545454545454,1,3,10
32843,15,0.09478836436955078,0.0625,0.25,0.15457433957839825,0.125,0.2,10,10
32848,10,0.5309999066793252,0.4375,0.25,0.725452110735279,0.4375,1,10,10
33014,3,0.20432765402666475,0,0,0.20432765402666475,0,0,3,3
33105,117,0,0,0,0,0,0,10,10
33108,35,0,0,0,0.0636207881989517,0.041666666666666664,0.1,10,10
33269,13,0.7193474492006153,0.6,1,0.5759059294346696,0.5,1,10,10
33289,1,0.2357541930550393,0.03571428571428571,1,0.2357541930550393,0.03571428571428571,1,1,1
33424,12,0.3975962549627275,0.3333333333333333,0.16666666666666666,0.42633711921994416,0.26666666666666666,0.5,10,10
33435,36,0.43621154230977444,0.375,0.2,0.4447551423209717,0.25,1,10,10
33454,3,0.5487973376826973,0.3,1,0.5487973376826973,0.3,1,3,3
33751,25,0.33169367308920716,0.25,0.3333333333333333,0.1389578466724768,0.125,0.25,10,10
33764,350,0,0,0,0.22009176629808014,0.0625,1,10,10
33779,36,0,0,0,0,0,0,10,10
33792,1,0,0,0,0.09478836436955078,0.0625,0.25,1,10
33804,9,0.24890832702259458,0.125,0.5,0.09478836436955078,0.0625,0.25,9,10
33807,11,0.7125523635307983,0.4,1,0.7885497208855956,0.4666666666666667,1,10,10
33831,58,0.13911732858229262,0.125,0.1111111111111111,0.1751795093577132,0.125,0.2,10,10
33839,15,0,0,0,0,0,0,10,10
33843,6,0.54739836229935,0.25,1,0.5388856921828065,0.25,1,6,6
34012,10,1,0.25,1,1,0.25,1,10,10
34042,23,0.06625422345438903,0.02564102564102564,0.1111111111111111,0.2240055615151755,0.05128205128205128,0.5,10,10
34043,5,0.6489315753318465,0.15151515151515152,1,0.7125523635307983,0.18181818181818182,1,5,10
34047,8,0,0,0,0,0,0,8,10
34188,25,0.0636207881989517,0.0625,0.1,0.5988751049740154,0.3125,1,10,10
34319,1,0,0,0,0,0,0,1,1
34358,1,0,0,0,0,0,0,1,1
34405,5,0,0,0,0,0,0,5,5
34416,1,0,0,0,0,0,0,1,7
34441,2,0,0,0,0,0,0,2,2
34467,1,0,0,0,0,0,0,1,1
34494,1,0,0,0,0,0,0,1,9
34557,1,0,0,0,0,0,0,1,1
34578,5,0,0,0,0,0,0,5,5
34963,6,0,0,0,0,0,0,6,10
35068,23,1,0.25,1,0.9768562593544076,0.25,1,10,10
35072,6,0.5072380780124417,0.1282051282051282,0.5,0.9216017310213247,0.23076923076923078,1,6,10
35117,10,0.9957688095209811,0.625,1,0.9988930800939724,0.625,1,10,10
35400,8,0.8701249883466592,0.5,1,0.9363792118010483,0.5625,1,8,10
35401,12,0.39379768351047323,0.15625,0.2,0.8146824772118209,0.21875,1,10,10
35614,1,0,0,0,0,0,0,1,10
35863,26,0.44173955623824723,0.3125,0.3333333333333333,0.5559026721867443,0.4375,0.3333333333333333,10,10
35867,7,0.8080922243267024,0.4375,1,0.7790889382842404,0.4375,1,7,10
36019,1,0.279901702223461,0.08333333333333333,1,0.279901702223461,0.08333333333333333,1,1,10
36052,1,0.2357541930550393,0.06666666666666667,1,0.2357541930550393,0.06666666666666667,1,1,1
36173,9,0.7135435513078728,0.3125,1,0.6990938915636028,0.3125,1,9,9
36179,13,0.29993088983163674,0.36363636363636365,0.14285714285714285,0.4009704321928816,0.45454545454545453,0.25,10,10
36226,46,0.12987501165334073,0.08,0.1111111111111111,0.2758471541718662,0.12,0.5,10,10
36385,5,0.24209587273488012,0.06666666666666667,1,0.24209587273488012,0.06666666666666667,1,5,5
36550,37,0.35106842466815336,0.3125,0.16666666666666666,0.5135285497500328,0.25,1,10,10
36584,4,0,0,0,0,0,0,4,4
36671,2,0.35895421017163465,0.125,1,0.8701249883466592,0.5,1,2,8
36686,3,0.5487973376826973,0.1875,1,0.6597133113683123,0.25,1,3,6
36688,1,0.24926098697416302,0.06666666666666667,1,0.4896141557188043,0.2,1,1,5
36876,11,0.716287445502968,0.8,0.5,0.933745776545611,0.9,1,10,10
37072,26,0.22979561007468535,0.1875,0.2,0.5513310624619329,0.3125,1,10,10
37133,41,0.49246059723271807,0.3125,0.5,0.3421013776262553,0.25,0.5,10,10
37251,13,0.6169596756918302,0.375,0.5,0.4473700932673728,0.25,0.16666666666666666,10,10
37364,1,0.07336392209936005,0,0,0.15176219107803537,0.04,0.16666666666666666,1,10
37385,5,0.5893002499675077,0.25,1,0.5893002499675077,0.25,1,5,5
37692,1,0.2357541930550393,0.09090909090909091,1,0.2357541930550393,0.09090909090909091,1,1,1
37777,7,0.3268151005443447,0.125,1,0.2961027938100009,0.125,1,7,7
37874,11,0.7366165631508061,0.3,0.5,0.9125388471459603,0.3,1,10,10
37979,1,0.29740901205864334,0.07142857142857142,1,0.9573043034488583,0.6428571428571429,1,1,10
38067,22,0.24952641504388562,0.3076923076923077,0.14285714285714285,0.5385600957221474,0.46153846153846156,0.5,10,10
38163,13,0.5676818677290052,0.6363636363636364,0.3333333333333333,0.7569021067152308,0.6363636363636364,1,10,10
38188,9,0.23344411357024486,0.125,0.5,0.22531295356067246,0.125,0.3333333333333333,9,10
38260,1,0.29740901205864334,0.06666666666666667,1,0.29740901205864334,0.06666666666666667,1,1,1
38403,21,0,0,0,0.5580759111248785,0.3125,1,10,10
38404,13,0.4690000933206747,0.1875,1,0.3312392961638527,0.25,0.3333333333333333,10,10
38439,23,0,0,0,0.5619107241149828,0.3125,1,10,10
38542,46,0,0,0,0.14874433492765377,0.0625,0.5,10,10
38660,17,1,0.625,1,0.914856882358379,0.5625,1,10,10
38692,67,0,0,0,0.13305201013572895,0.13333333333333333,0.125,10,10
39608,11,0.5460205614040002,0.3125,1,0.5524829902575931,0.3125,1,10,10
39857,20,0.7799082337019198,0.5625,0.5,0.7411902110103872,0.4375,1,10,10
39858,15,0.15176219107803537,0.13333333333333333,0.16666666666666666,0.31879392588472627,0.2,0.5,10,10
39972,10,0.9432379215722527,0.32142857142857145,1,0.9074250374176303,0.32142857142857145,1,10,10
39975,35,0.09467937145175134,0.06451612903225806,0.16666666666666666,0.3286261632941788,0.12903225806451613,0.3333333333333333,10,10
39976,270,0,0,0,0,0,0,10,10
39978,28,0.727329844310522,0.4,1,0.4393885407921626,0.3333333333333333,0.5,10,10
39979,4,0.11091597368561495,0.08333333333333333,0.25,0.21971983457905378,0.16666666666666666,0.5,4,10
39980,111,0,0,0,0.20483424751859086,0.125,0.3333333333333333,10,10
40042,7,0.42411536804228234,0.3125,0.5,0.5861115882738643,0.4375,1,7,10
40201,14,0.07311683844390994,0.125,0.1,0.36637716437781265,0.375,0.5,10,10
40247,15,0.0636207881989517,0.0625,0.1,0,0,0,10,10
40253,3,0.24890832702259458,0.13333333333333333,0.5,0.39375843764607193,0.2,1,3,10
40412,13,0.9363792118010483,0.32142857142857145,1,0.8454256604216017,0.2857142857142857,1,10,10
40789,4,0.5893002499675077,0.4,1,0.7481864907480902,0.5,1,4,10
40791,9,0.7998230467886542,0.5,1,0.7973791542685902,0.5714285714285714,1,9,10
40819,2,0,0,0,0,0,0,2,10
40820,2,0,0,0,0,0,0,2,10
40866,14,0.14162413776804902,0.2,0.25,0.17708139122632446,0.4,0.16666666666666666,10,10
40872,27,0,0,0,0.11004588314904007,0.0625,0.3333333333333333,10,10
40878,6,0.5776752382825491,0.4,1,0.7203102408640398,0.6,1,6,10
40972,2,0.5129861293403476,0.25,1,0.6179678057650548,0.5,1,2,10
40988,1,0,0,0,0,0,0,1,1
41204,10,0.6500332220485789,0.4375,0.5,0.6816604510406281,0.4375,1,10,10
41261,15,0.29993088983163674,0.3333333333333333,0.14285714285714285,0.5025785811698515,0.3333333333333333,1,10,10
41577,13,0.8532721558012798,0.6923076923076923,0.5,0.7870179323468908,0.6153846153846154,0.5,10,10
41580,21,0.19930623359011798,0.1875,0.125,0.7471589728148225,0.4375,1,10,10
41959,1,0,0,0,0.41136970102724035,0.3076923076923077,0.5,1,10
42053,10,1,0.625,1,1,0.625,1,10,10
42100,1,0.1467278441987201,0.0625,1,0.3126667288804499,0.1875,1,1,5
42101,4,0,0,0,0,0,0,4,4
42115,4,0.35895421017163465,0.125,1,0.31488013066763093,0.125,1,4,4
42119,1,0,0,0,0,0,0,1,1
42183,3914,0,0,0,0,0,0,10,10
42205,13,0.870553533632577,0.5714285714285714,1,0.8874699304014749,0.5714285714285714,1,10,10
42256,1,0,0,0,0.6763752477319801,0.3125,1,1,10
42332,3,0.4690000933206747,0.1875,1,0.4690000933206747,0.1875,1,3,3
42333,5,0.4440973278132556,0.1875,1,0.33405144466421555,0.1875,0.5,5,5
42356,4,0.5637884576902256,0.25,1,0.933745776545611,0.5625,1,4,10
42481,11,1,0.6666666666666666,1,1,0.6666666666666666,1,10,10
42482,2,0.3667314583167897,0.18181818181818182,1,0.7364715863021633,0.6363636363636364,1,2,10
42681,1,0.22009176629808014,0.0625,1,0.22009176629808014,0.0625,1,1,6
42883,2,0,0,0,0.11004588314904007,0.0625,0.3333333333333333,2,10
42885,2,0.4027985368648313,0.2222222222222222,1,0.370462188193058,0.2222222222222222,1,2,10
43005,178,0,0,0,0.0636207881989517,0.06666666666666667,0.1,10,10
43010,131,0,0,0,0.06625422345438903,0.03571428571428571,0.1111111111111111,10,10
43465,14,0.12987501165334073,0.125,0.1111111111111111,0.6371523797895855,0.3125,1,10,10
43473,23,0,0,0,0.40853591842579556,0.1875,1,10,10
43504,1,0,0,0,0.3301376494471202,0.125,1,1,10
43786,34,0.6410457898283652,0.5333333333333333,0.3333333333333333,0.6378891765242927,0.4666666666666667,0.5,10,10
43818,1,0.2300510610426737,0.02857142857142857,1,0.2300510610426737,0.02857142857142857,1,1,1
43888,4,0.368155235871488,0.1875,0.5,0.7810691138435806,0.5,1,4,10
44195,97,0,0,0,0,0,0,10,10
44405,37,0.2058717999579277,0.25,0.14285714285714285,0.45195028119189806,0.25,1,10,10
44473,11,0.32255539367638997,0.3333333333333333,0.2,0.4550608163715408,0.3333333333333333,0.5,10,10
44496,1,0.22009176629808014,0.05263157894736842,1,0.22009176629808014,0.05263157894736842,1,1,10
44507,5,0.6489315753318465,0.35714285714285715,1,0.7183627972686238,0.42857142857142855,1,5,10
44512,6,0,0,0,0.624951996417876,0.35714285714285715,1,6,10
44513,4,0.6039094289265273,0.25,1,0.7796986516078381,0.4375,1,4,10
44516,2,0,0,0,0,0,0,2,10
44521,11,0.40652716006074996,0.125,1,0.2863505756884293,0.1875,0.3333333333333333,10,10
44523,1,0.22009176629808014,0.0625,1,0.4152807670887412,0.1875,1,1,10
44525,16,0,0,0,0,0,0,10,10
44671,2,0.16872714292220853,0.0625,0.5,0.47874417360104127,0.375,0.5,2,10
44675,48,0,0,0,0,0,0,10,10
44680,11,0.35891986799348485,0.3333333333333333,0.5,0.29052025467820947,0.3333333333333333,0.3333333333333333,10,10
44700,9,0.7151857987862356,0.4,1,0.6785038377365555,0.4,1,9,10
44808,24,0.14925086418229114,0.125,0.125,0.25061916326026035,0.1875,0.25,10,10
44859,2,0.35895421017163465,0.07142857142857142,1,0.7013956778220831,0.25,1,2,10
44862,18,0.2514632262898275,0.14814814814814814,0.14285714285714285,0.8335263021225863,0.2962962962962963,1,10,10
44989,7,0.07495345472190745,0.0625,0.14285714285714285,0.09684208768602304,0.0625,0.25,7,10
45061,10,0.8104211075738648,0.4375,1,0.7284539586078217,0.4375,1,10,10
45137,1,0,0,0,0,0,0,1,1
45172,42,0.15176219107803537,0.08,0.16666666666666666,0,0,0,10,10
45321,2,0.2357541930550393,0.0625,1,0.5604875171442228,0.3125,1,2,10
45323,54,0,0,0,0.07336392209936005,0.038461538461538464,0.14285714285714285,10,10
45510,7,0.4690000933206747,0.1875,1,0.4690000933206747,0.1875,1,7,10
45514,2,0.6366824387328316,0.5,1,0.7495275800817669,0.75,1,2,10
45590,110,0,0,0,0.2300510610426737,0.06666666666666667,1,10,10
45692,1,0,0,0,0,0,0,1,10
45787,7,0.3222323633884045,0.3333333333333333,0.5,0.10907587228956231,0.1111111111111111,0.2,7,10
45791,33,0.5774250016294136,0.4375,0.3333333333333333,0.6313419460517601,0.375,1,10,10
45795,5,0.6489315753318465,0.3125,1,0.933745776545611,0.5625,1,5,10
46034,1,0.279901702223461,0.07142857142857142,1,0.8662776204276619,0.5714285714285714,1,1,10
46170,4,0.3511433639199516,0.13043478260869565,0.5,0.4635735460028128,0.13043478260869565,1,4,4
46222,118,0,0,0,0.0636207881989517,0.0625,0.1,10,10
46581,2,0.1388624438735545,0.06666666666666667,0.5,0.4000232483092519,0.2,1,2,10
46620,8,0.5111707781750245,0.4,0.3333333333333333,0.678049460811201,0.4,1,8,10
46653,1,0.22009176629808014,0.0625,1,0.6652907408280684,0.375,1,1,10
46701,1,0.22009176629808014,0.08333333333333333,1,0.7315449642824574,0.5833333333333334,1,1,9
46718,62,0,0,0,0,0,0,10,10
46739,2,0.1388624438735545,0.06666666666666667,0.5,0.1388624438735545,0.06666666666666667,0.5,2,10
46796,1,0,0,0,0,0,0,1,1
46799,7,0,0,0,0,0,0,7,10
46801,17,0.15652859824446247,0.14285714285714285,0.2,0.15704538953600836,0.14285714285714285,0.3333333333333333,10,10
46823,8,0.6500332220485789,0.4375,0.5,0.760079105197619,0.4375,1,8,10
46971,13,0.26088422068613937,0.1875,0.25,0.5438489442525178,0.25,1,10,10
46976,2,0,0,0,0,0,0,2,10
47280,2,0.2357541930550393,0.1,1,0.49146587366736993,0.5,1,2,10
47623,9,0.9363792118010483,0.34615384615384615,1,0.9363792118010483,0.34615384615384615,1,9,9
47846,105,0,0,0,0,0,0,10,10
47860,3,0.4396592698888862,0.3333333333333333,1,0.4396592698888862,0.3333333333333333,1,3,3
47873,1,0,0,0,0.3628476202104143,0.3125,0.2,1,10
48101,12,0.7799082337019198,0.6428571428571429,0.5,0.7819835854675756,0.5,1,10,10
48111,18,0.20483424751859086,0.125,0.3333333333333333,0.4690000933206747,0.1875,1,10,10
48508,273,0,0,0,0.22009176629808014,0.0625,1,10,10
48669,1,0.22009176629808014,0.02564102564102564,1,0.7400488378072296,0.1794871794871795,1,1,10
48676,14,0.25422617712535256,0.18181818181818182,0.5,0.07444544187113133,0.09090909090909091,0.1,10,10
48692,71,0,0,0,0.5834330535576521,0.20833333333333334,1,10,10
48747,4,0.5637884576902256,0.2857142857142857,1,0.5637884576902256,0.2857142857142857,1,4,10
48772,3,0.5498005816393611,0.2,1,0.742396244445991,0.4,1,3,10
48972,102,0,0,0,0,0,0,10,10
48977,5,0.42883980903376634,0.25,0.5,0.6581810421830973,0.375,1,5,10
48979,2,0.40652716006074996,0.125,1,0.6748300232896478,0.3125,1,2,10
48991,10,0.42302937529594087,0.3333333333333333,0.3333333333333333,0.5836175861945262,0.3333333333333333,1,10,10
49088,13,0.7799082337019198,0.23684210526315788,0.5,0.92663607790064,0.23684210526315788,1,10,10
49111,13,0.12987501165334073,0.125,0.1111111111111111,0.14465249243306438,0.125,0.16666666666666666,10,10
49222,1,0,0,0,0.44398731441451667,0.3125,0.5,1,10
49233,12,0.8249183259351954,0.5,1,0.7006903677841354,0.4375,1,10,10
49334,1,0,0,0,0,0,0,1,1
49371,7,0.16354138662029633,0.08695652173913043,0.2,0.3052348839397011,0.08695652173913043,1,7,7
49477,12,0.19705197571435282,0.1875,0.16666666666666666,0.4216659513531181,0.3125,0.25,10,10
49523,3,0.30962745624369853,0.08333333333333333,1,0.6322742410695598,0.5,0.5,3,10
49777,8,0.8328150197106309,0.5833333333333334,1,0.7792154226657965,0.5833333333333334,0.5,8,10
49904,16,0.6026867412632647,0.5,0.5,0.77523873680463,0.5833333333333334,1,10,10
49933,9,0.6489315753318465,0.3125,1,0.5645441593704201,0.3125,1,9,9
49939,27,0.96331803895032,0.2857142857142857,1,0.3570764765963919,0.08571428571428572,1,10,10
50062,12,0.19930623359011798,0.2,0.125,0.20829366581033176,0.13333333333333333,0.5,10,10
50068,1,0,0,0,0,0,0,1,1
50070,32,0,0,0,0.3913817611255761,0.3125,0.25,10,10
50085,1,0.17169261031494448,0.0625,1,0.6917316478222679,0.375,1,1,10
50086,9,0.9209653894559252,0.6428571428571429,1,0.9149829626822983,0.6428571428571429,1,9,9
50140,5,0.6489315753318465,0.35714285714285715,1,0.6489315753318465,0.35714285714285715,1,5,5
50323,88,0,0,0,0.0636207881989517,0.05,0.1,10,10
50324,15,0.3819603371583235,0.25,0.5,0.3570764765963919,0.1875,1,10,10
50393,15,1,0.625,1,1,0.625,1,10,10
50410,10,0.28145193632118826,0.25,0.2,0.27611634894908776,0.25,0.2,10,10
50536,27,0,0,0,0.6581810421830973,0.375,1,10,10
50630,6,0.24940176928689298,0.1875,0.25,0.475539986305125,0.1875,1,6,10
50662,2,0.35895421017163465,0.06896551724137931,1,0.7330743040680021,0.20689655172413793,1,2,10
50669,1,0.1982726747057622,0.07142857142857142,1,0.6556574762888142,0.42857142857142855,1,1,10
50817,1,0.22009176629808014,0.0625,1,0.615406227586239,0.375,1,1,10
50894,4,0.5637884576902256,0.2857142857142857,1,1,0.7142857142857143,1,4,10
50950,21,1,0.625,1,0.6698623505528797,0.5,0.5,10,10
51055,9,0.9363792118010483,0.5625,1,0.9363792118010483,0.5625,1,9,10
51120,5,0.6385085174798409,0.4,1,0.48567484305068537,0.4,0.5,5,5
51129,5,0.6489315753318465,0.3125,1,0.6489315753318465,0.3125,1,5,10
51134,53,0.16354138662029633,0.125,0.2,0.227162174819248,0.1875,0.2,10,10
51167,60,0,0,0,0.5795003533950693,0.3125,1,10,10
51171,32,0.7799082337019198,0.6,0.5,0.6316243658611127,0.4,1,10,10
51175,3,0.12876945773620835,0.0625,0.3333333333333333,0.4804509806857551,0.25,1,3,10
51179,31,0.12987501165334073,0.13333333333333333,0.1111111111111111,0.0636207881989517,0.06666666666666667,0.1,10,10
51184,10,0.35106842466815336,0.16129032258064516,0.16666666666666666,0.3301376494471202,0.06451612903225806,1,10,10
51260,38,0.4327725091963492,0.3125,0.3333333333333333,0.16421958630632802,0.125,0.25,10,10
51335,3,0,0,0,0,0,0,3,3
51479,6,0.4690000933206747,0.1875,1,0.5384313152574519,0.25,1,6,10
51480,6,0.47581654827313885,0.3125,0.5,0.569554082887391,0.3125,1,6,6
51482,15,0.43621154230977444,0.375,0.2,0.6851198693323689,0.5,0.5,10,10
51483,54,0,0,0,0.3844985279826931,0.125,1,10,10
51485,10,0.31618577826460453,0.2857142857142857,0.16666666666666666,0.5536451161329059,0.2857142857142857,1,10,10
51678,5,0.20483424751859086,0.125,0.3333333333333333,0.4825387500873842,0.375,0.3333333333333333,5,10
51695,129,0,0,0,0,0,0,10,10
51711,68,0,0,0,0,0,0,10,10
51718,8,0,0,0,0,0,0,8,10
51721,8,0,0,0,0,0,0,8,8
51726,8,0.5012723621835251,0.1875,1,0.3400724822828248,0.1875,0.5,8,10
51729,1,0.2300510610426737,0.0625,1,0.2300510610426737,0.0625,1,1,10
51743,102,0,0,0,0.4099509148465344,0.26666666666666666,0.5,10,10
51746,46,0.19930623359011798,0.1875,0.125,0.914856882358379,0.5625,1,10,10
51766,13,0.26742619438551957,0.0625,1,0.26742619438551957,0.0625,1,10,10
51782,169,0,0,0,0.7765472887251024,0.4375,1,10,10
51835,6,0.5072380780124417,0.3125,0.5,0.6975961695061491,0.4375,1,6,10
51839,9,0.6489315753318465,0.4166666666666667,1,0.70844095012329,0.5,1,9,10
51840,6,0.09970299801576629,0.0625,0.16666666666666666,0.37320226963128134,0.125,1,6,10
51863,9,0.6577735634109573,0.42857142857142855,1,0.661238781975958,0.42857142857142855,1,9,9
51871,12,0.611795237356812,0.3125,1,0.5360735436824436,0.3125,1,10,10
51911,23,0.0636207881989517,0.02857142857142857,0.1,0.41939799988819815,0.11428571428571428,1,10,10
51920,1,0,0,0,0,0,0,1,1
52087,1,0,0,0,0,0,0,1,1
52102,13,0.7799082337019198,0.5625,0.5,0.8611375561264454,0.5625,1,10,10
52139,22,0,0,0,0.3921578479840863,0.25,0.5,10,10
52147,1,0.33905102793220687,0.16666666666666666,1,0.33905102793220687,0.16666666666666666,1,1,3
52160,2,0.35895421017163465,0.125,1,0.35895421017163465,0.125,1,2,4
52167,14,0.24924199037643666,0,0,0.381768408209305,1,0.1,10,10
52175,15,0.16354138662029633,0.125,0.2,0.2240055615151755,0.125,0.5,10,10
52177,17,0.6030005832220916,0.5555555555555556,0.25,0.6200170080541401,0.5555555555555556,0.5,10,10
52230,5,0.28997736516021183,0.11538461538461539,0.3333333333333333,0.07336392209936005,0.038461538461538464,0.14285714285714285,5,10
52232,36,0.0636207881989517,0.08333333333333333,0.1,0,0,0,10,10
52243,150,0,0,0,0.07336392209936005,0.02631578947368421,0.14285714285714285,10,10
52257,40,0.08194584134522671,0.06666666666666667,0.16666666666666666,0.1789618233060585,0.13333333333333333,0.14285714285714285,10,10
52292,33,0.43621154230977444,0.15789473684210525,0.2,0.8091026734983537,0.18421052631578946,1,10,10
52559,1,0.22009176629808014,0.0625,1,0.6371523797895855,0.3125,1,1,10
52573,7,0.6289277421733354,0.45454545454545453,0.5,0.8165971834090969,0.5454545454545454,1,7,10
52623,2,0,0,0,0,0,0,2,2
52735,5,0.34613708563136125,0.10526315789473684,1,0.34268060441006465,0.15789473684210525,0.3333333333333333,5,7
52759,2,0.2575389154724167,0.07692307692307693,1,0.1624889644740723,0.07692307692307693,0.5,2,2
52774,1,0.13338308751554268,0,0,0.13338308751554268,0,0,1,1
52783,4,0.2604979528242145,0.14285714285714285,0.3333333333333333,0.400448803935945,0.14285714285714285,1,4,5
53314,8,0,0,0,0,0,0,8,8
53401,18,0,0,0,0.2134190485129175,0.2,0.3333333333333333,10,10
53402,3,0.14870450602932167,0.1,0.3333333333333333,0.27448142000487064,0.3,0.3333333333333333,3,10
53428,3,0.11004588314904007,0.07142857142857142,0.3333333333333333,0.2240055615151755,0.14285714285714285,0.5,3,8
53453,4,0.3048323220467864,0.2857142857142857,0.5,0.4396029924107639,0.2857142857142857,1,4,4
53462,3,0,0,0,0,0,0,3,10
53464,10,0.15432900606906177,0.09090909090909091,0.1,0.252800281760233,0.09090909090909091,0.5,10,10
53558,3,0,0,0,0,0,0,3,10
53643,78,0,0,0,0.07839826897867533,0.0625,0.16666666666666666,10,10
53651,23,0,0,0,0,0,0,10,10
53655,3,0.3240939777411194,0.25,0.5,0.4298595603099609,0.25,1,3,10
53657,7,0.45374257454118544,0.1875,1,0.24890832702259458,0.125,0.5,7,10
53697,1,0.22009176629808014,0.023809523809523808,1,0.727329844310522,0.14285714285714285,1,1,8
53708,1,0.22009176629808014,0.0625,1,0.22009176629808014,0.0625,1,1,10
53733,1,0.22009176629808014,0.07142857142857142,1,0.35895421017163465,0.14285714285714285,1,1,9
53809,1,0,0,0,0,0,0,1,8
54040,18,1,0.7692307692307693,1,0.5220328596374271,0.46153846153846156,0.5,10,10
54112,54,0,0,0,0.16815228646891084,0.125,0.25,10,10
54181,1,0,0,0,0,0,0,1,1
54194,1,0,0,0,0,0,0,1,1
54278,1,0,0,0,0,0,0,1,3
54611,98,0,0,0,0.39375843764607193,0.1875,1,10,10
54882,6,0,0,0,0.05242205769552898,0.0625,0.125,6,10
54943,22,0.7799082337019198,0.5625,0.5,0.523153411299647,0.3125,1,10,10
54989,41,0.6410457898283652,0.36363636363636365,0.3333333333333333,0.6843830725976617,0.2727272727272727,1,10,10
55018,19,0.7411902110103872,0.3181818181818182,1,0.35969100690634176,0.18181818181818182,0.5,10,10
55023,17,1,0.625,1,0.9363792118010483,0.5625,1,10,10
55024,25,0.7967610662472991,0.4375,1,0.466924741555019,0.3125,0.5,10,10
55143,19,0.0636207881989517,0.02564102564102564,0.1,0.44803002797583846,0.10256410256410256,1,10,10
55276,15,0.07444544187113133,0.06666666666666667,0.1,0.38759745778199706,0.2,0.3333333333333333,10,10
55280,13,0.49691034313488447,0.3333333333333333,0.5,0.5071942126859018,0.3333333333333333,0.2,10,10
55454,28,0.06499922211334154,0.0625,0.1,0.4476004111489959,0.25,1,10,10
55588,5,0.5018040483185394,0.25,0.5,0.5968539993168838,0.25,1,5,5
55608,91,0,0,0,0.06943122193677725,0.0625,0.125,10,10
55635,91,0,0,0,0.06943122193677725,0.0625,0.125,10,10
