experiment,method,metric,n,mean,stddev,min,p10,p25,p50,p75,p90,p95,p99,max
p3e05_structural_anchored_lexical_eval,native_execute_lexically_narrowed_anchored,latency_ms,600,0.0014549566666666666,0.0012879784245705182,0.000509,0.0006934,0.000882,0.0012575,0.00179925,0.0024177,0.0026376499999999996,0.00289342,0.028584
