dataset,engine,n_queries,ndcg_at_10,recall_at_10,mrr_at_10
esci_electronics,native,490,0.3040903082238238,0.3946639260873478,0.31594347262714606
esci_electronics,solr,490,0.2547333543619693,0.34823908923322056,0.26363945578231285
esci_electronics,elasticsearch,490,0.25945096962911945,0.3551163756000344,0.26916099773242624
esci_electronics,opensearch,490,0.25945096962911945,0.3551163756000344,0.26916099773242624
esci_electronics,havenask_UNRANKED_capability_gap,490,-0,0,0
