dataset,engine,n_queries,ndcg_at_10,recall_at_10,mrr_at_10
wands,native,471,0.21684376334166083,0.014621644916243676,0.2925007582650895
wands,solr,471,0.205329456933646,0.013457216133812712,0.2898291375998382
wands,elasticsearch,471,0.1980842503368548,0.013266188685356064,0.2832381289387659
wands,opensearch,471,0.1980842503368548,0.013266188685356064,0.2832381289387659
wands,havenask_UNRANKED_capability_gap,471,-0,0,0
