dataset,engine,n_queries,ndcg_at_10,recall_at_10,mrr_at_10
esci_beauty,native,489,0.41623066270721804,0.5188919424504576,0.43795241341253593
esci_beauty,solr,489,0.39838281209218657,0.5042926386801893,0.41911091635018
esci_beauty,elasticsearch,489,0.38520029861640176,0.4982708750560694,0.3963206414126658
esci_beauty,opensearch,489,0.38520029861640176,0.4982708750560694,0.3963206414126658
esci_beauty,havenask_UNRANKED_capability_gap,489,-0,0,0
