dataset,engine,n_queries,ndcg_at_10,recall_at_10,mrr_at_10
esci_automotive,native,501,0.4413760254977676,0.5607696399238316,0.44686816842505467
esci_automotive,solr,501,0.43826201320201846,0.5577567268435532,0.44750102968665834
esci_automotive,elasticsearch,501,0.42520948588966323,0.5479721309811129,0.4364548680416943
esci_automotive,opensearch,501,0.42520948588966323,0.5479721309811129,0.4364548680416943
esci_automotive,havenask_UNRANKED_capability_gap,501,-0,0,0
