tier,n_products,build_ms,index_bytes,index_bytes_per_product,rss_after_build_kb,class,key,native_count,solr_count,counts_match,native_mean_ms,native_p50_ms,native_p99_ms,solr_mean_ms,solr_p50_ms,solr_p99_ms,speedup_mean
2x,85988,1362.52,15413890,179.26,364068,color_facet_under_depth1_crossover_sweep,Rugs,4004,4004,true,2.711249366666667,2.6643,3.2722,1.3995,1.4040,1.5607,0.52
2x,85988,1362.52,15413890,179.26,364068,color_facet_under_depth1_crossover_sweep,Storage & Organization,4350,4350,true,3.7345810333333334,3.6102,4.6983,1.3964,1.3685,1.6438,0.37
2x,85988,1362.52,15413890,179.26,364068,color_facet_under_depth1_crossover_sweep,Lighting,4144,4144,true,2.6962153333333334,2.6814,2.9309,1.3428,1.3345,1.6470,0.50
2x,85988,1362.52,15413890,179.26,364068,color_facet_under_depth1_crossover_sweep,Outdoor,6788,6788,true,7.426389666666667,7.3322,10.0058,1.5195,1.5312,1.7537,0.20
2x,85988,1362.52,15413890,179.26,364068,color_facet_under_depth1_crossover_sweep,Décor & Pillows,9224,9224,true,13.2896372,13.2661,15.6916,1.5744,1.5474,1.9779,0.12
2x,85988,1362.52,15413890,179.26,364068,color_facet_under_depth1_crossover_sweep,Home Improvement,9372,9372,true,11.715636566666667,11.8866,13.5519,1.4524,1.4409,1.7759,0.12
2x,85988,1362.52,15413890,179.26,364068,color_facet_under_depth1_crossover_sweep,Furniture,32078,32078,true,39.316913166666666,38.8175,56.8400,1.7954,1.7927,2.0345,0.05
2x,85988,1362.52,15413890,179.26,364068,numeric_range_average_rating_gte,4,63934,63934,true,0.5564897333333333,0.5627,0.6143,0.8712,0.7776,3.0394,1.57
2x,85988,1362.52,15413890,179.26,364068,numeric_range_average_rating_gte,4.5,56798,56798,true,0.47375690000000004,0.4610,0.6694,0.7294,0.7194,0.9110,1.54
2x,85988,1362.52,15413890,179.26,364068,mixed_depth1_and_rating_filter,Furniture+rating>=4,22860,22860,true,0.5689732333333333,0.5593,0.7407,0.8073,0.7856,1.1328,1.42
