tier,n_products,build_ms,index_bytes,index_bytes_per_product,rss_after_build_kb,class,key,native_count,solr_count,counts_match,native_mean_ms,native_p50_ms,native_p99_ms,solr_mean_ms,solr_p50_ms,solr_p99_ms,speedup_mean
1x,42994,618.09,8108054,188.59,190904,color_facet_under_depth1_crossover_sweep,Rugs,2002,2002,true,1.1846003333333333,1.1611,1.2993,1.3445,1.3343,1.6159,1.14
1x,42994,618.09,8108054,188.59,190904,color_facet_under_depth1_crossover_sweep,Storage & Organization,2175,2175,true,1.6110138333333333,1.5687,2.4196,1.3285,1.3339,1.5933,0.82
1x,42994,618.09,8108054,188.59,190904,color_facet_under_depth1_crossover_sweep,Lighting,2072,2072,true,1.2988388666666666,1.2692,2.0039,1.2881,1.2819,1.7487,0.99
1x,42994,618.09,8108054,188.59,190904,color_facet_under_depth1_crossover_sweep,Outdoor,3394,3394,true,2.6037893333333333,2.5087,3.8696,1.3068,1.2699,1.5773,0.50
1x,42994,618.09,8108054,188.59,190904,color_facet_under_depth1_crossover_sweep,Décor & Pillows,4612,4612,true,3.8927485,3.7866,5.4077,1.3750,1.3593,1.7535,0.35
1x,42994,618.09,8108054,188.59,190904,color_facet_under_depth1_crossover_sweep,Home Improvement,4686,4686,true,3.479890066666667,3.3915,5.6052,1.3945,1.3272,3.1337,0.40
1x,42994,618.09,8108054,188.59,190904,color_facet_under_depth1_crossover_sweep,Furniture,16039,16039,true,17.26478516666667,17.2724,19.6923,1.5612,1.5488,2.1114,0.09
1x,42994,618.09,8108054,188.59,190904,numeric_range_average_rating_gte,4,31967,31967,true,0.2823525333333333,0.2676,0.4594,0.7522,0.7397,0.9531,2.66
1x,42994,618.09,8108054,188.59,190904,numeric_range_average_rating_gte,4.5,28399,28399,true,0.22493829999999998,0.2212,0.2703,0.7437,0.7131,1.1373,3.31
1x,42994,618.09,8108054,188.59,190904,mixed_depth1_and_rating_filter,Furniture+rating>=4,11430,11430,true,0.27672456666666667,0.2709,0.3338,0.8673,0.7822,3.3863,3.13
