tier,n_products,build_ms,index_bytes,index_bytes_per_product,rss_after_build_kb,class,key,native_count,solr_count,counts_match,native_mean_ms,native_p50_ms,native_p99_ms,solr_mean_ms,solr_p50_ms,solr_p99_ms,speedup_mean
5x,214970,3311.65,37129734,172.72,872368,color_facet_under_depth1_crossover_sweep,Rugs,10010,10010,true,11.603004366666667,11.5025,13.5917,1.5934,1.5341,2.0195,0.14
5x,214970,3311.65,37129734,172.72,872368,color_facet_under_depth1_crossover_sweep,Storage & Organization,10875,10875,true,14.777531066666667,14.7974,16.4496,1.4738,1.4506,1.9838,0.10
5x,214970,3311.65,37129734,172.72,872368,color_facet_under_depth1_crossover_sweep,Lighting,10360,10360,true,12.184515933333333,12.0596,14.1680,1.3987,1.3856,1.8336,0.11
5x,214970,3311.65,37129734,172.72,872368,color_facet_under_depth1_crossover_sweep,Outdoor,16970,16970,true,22.8663083,22.6606,25.2619,1.6038,1.5745,2.0026,0.07
5x,214970,3311.65,37129734,172.72,872368,color_facet_under_depth1_crossover_sweep,Décor & Pillows,23060,23060,true,31.6186858,31.4538,33.9285,1.7755,1.7693,1.9983,0.06
5x,214970,3311.65,37129734,172.72,872368,color_facet_under_depth1_crossover_sweep,Home Improvement,23430,23430,true,28.343222266666665,28.0977,33.5559,1.7493,1.7692,2.0123,0.06
5x,214970,3311.65,37129734,172.72,872368,color_facet_under_depth1_crossover_sweep,Furniture,80195,80195,true,82.7052455,82.6439,85.7944,2.5113,2.4439,3.4211,0.03
5x,214970,3311.65,37129734,172.72,872368,numeric_range_average_rating_gte,4,159835,159835,true,1.1172797666666665,1.1130,1.1615,0.6206,0.6193,0.8133,0.56
5x,214970,3311.65,37129734,172.72,872368,numeric_range_average_rating_gte,4.5,141995,141995,true,0.9948097333333332,0.9946,1.0851,0.6550,0.6436,0.8952,0.66
5x,214970,3311.65,37129734,172.72,872368,mixed_depth1_and_rating_filter,Furniture+rating>=4,57150,57150,true,1.124365,1.1190,1.1843,0.6727,0.6601,0.8596,0.60
