ratio_threshold,admitted,coverage_pct_of_ambiguous,coverage_pct_of_whole_corpus,native_ndcg_mean,solr_ndcg_on_admitted_mean,ndcg_delta_on_admitted,whole_workload_ndcg,whole_workload_degradation
1,1110,22.17782217782218,4.94255944429602,0.12121195148616033,0.2700131076801632,-0.14880115619400286,0.24705920608412182,0.007354585598687929
2,1106,22.097902097902097,4.924748419271529,0.12132577933043971,0.2700819320296732,-0.14875615269923348,0.24708792540418556,0.0073258662786241935
3,1103,22.03796203796204,4.911390150503162,0.1215263071581416,0.2706701575480226,-0.14914385038988098,0.24708875530468039,0.007325036378129368
5,1097,21.91808191808192,4.884673612966426,0.12219099069774857,0.27139382761495123,-0.14920283691720265,0.24712572007811826,0.007288071604691498
10,1067,21.318681318681318,4.75109092528275,0.12446990439721524,0.27393484563835996,-0.14946494124114473,0.24731257642302298,0.0071012152597867695
20,853,17.042957042957045,3.7982010864725266,0.12891001878203634,0.27513352320775697,-0.14622350442572063,0.24885992894903425,0.005553862733775505
50,194,3.8761238761238763,0.8638347136877728,0.1277171229067684,0.2744644727170189,-0.1467473498102505,0.25314613713373213,0.0012676545490776236
100,71,1.4185814185814187,0.3161456941847003,0.09705266514991003,0.2756442649196476,-0.1785915997697376,0.25384918202996204,0.000564609652847714
